Order_ID,Order_Date,Region,Category,Product,Sales,Profit,Quantity,Ship_Days,Year,Month
1378,2025-01-12,North,Furniture,Table,13501,8286,8,6,2025,1
1379,2025-01-13,South,Office Supplies,Notebook,17008,6399,4,5,2025,1
1380,2025-01-14,North,Furniture,Mobile,20130,4207,3,1,2025,1
1381,2025-01-15,West,Office Supplies,Mobile,13880,917,4,5,2025,1
1382,2025-01-16,South,Electronics,Mobile,48674,8260,5,5,2025,1
1383,2025-01-17,West,Furniture,Chair,36199,414,1,9,2025,1
1384,2025-01-18,North,Furniture,Laptop,46835,7517,1,1,2025,1
1385,2025-01-19,North,Office Supplies,Table,47306,6621,3,5,2025,1
1386,2025-01-20,West,Electronics,Laptop,12817,629,6,7,2025,1
1387,2025-01-21,East,Furniture,Laptop,36239,7724,1,6,2025,1
1388,2025-01-22,East,Electronics,Laptop,35285,8787,2,6,2025,1
1389,2025-01-23,North,Furniture,Mobile,32480,6518,7,7,2025,1
1390,2025-01-24,North,Electronics,Pen,24299,4200,1,6,2025,1
1391,2025-01-25,East,Office Supplies,Mobile,35683,3089,7,5,2025,1
1392,2025-01-26,East,Furniture,Mobile,29666,4187,4,5,2025,1
1393,2025-01-27,West,Furniture,Notebook,19980,502,6,9,2025,1
1394,2025-01-28,West,Electronics,Notebook,2109,6587,8,8,2025,1
1395,2025-01-29,East,Electronics,Laptop,1217,1431,9,4,2025,1
1396,2025-01-30,West,Furniture,Mobile,20445,8204,6,4,2025,1
1397,2025-01-31,West,Office Supplies,Laptop,26092,1517,9,5,2025,1
1398,2025-02-01,South,Electronics,Notebook,28641,2788,4,3,2025,2
1399,2025-02-02,West,Electronics,Pen,30509,7622,6,8,2025,2
1400,2025-02-03,North,Electronics,Table,45930,9458,8,7,2025,2
1401,2025-02-04,West,Furniture,Laptop,7282,6797,9,5,2025,2
1402,2025-02-05,West,Furniture,Pen,27036,930,3,3,2025,2
1403,2025-02-06,East,Furniture,Table,34316,3199,2,5,2025,2
1404,2025-02-07,North,Furniture,Chair,26433,8326,6,3,2025,2
1405,2025-02-08,West,Office Supplies,Laptop,12118,7942,4,5,2025,2
1406,2025-02-09,West,Office Supplies,Laptop,8807,4194,1,1,2025,2
1407,2025-02-10,South,Furniture,Chair,27171,1218,8,6,2025,2
1408,2025-02-11,West,Office Supplies,Chair,41173,3179,9,4,2025,2
1409,2025-02-12,West,Electronics,Laptop,43261,3695,9,4,2025,2
1410,2025-02-13,South,Electronics,Chair,10838,2576,2,8,2025,2
1411,2025-02-14,East,Electronics,Mobile,38846,3566,9,2,2025,2
1412,2025-02-15,West,Furniture,Table,47102,3417,7,4,2025,2
1413,2025-02-16,South,Electronics,Table,7048,7388,5,2,2025,2
1414,2025-02-17,North,Office Supplies,Table,40649,3605,7,1,2025,2
1415,2025-02-18,East,Furniture,Mobile,21664,5161,9,3,2025,2
1416,2025-02-19,North,Office Supplies,Chair,28026,6802,8,8,2025,2
1417,2025-02-20,North,Electronics,Pen,31722,495,6,6,2025,2
1418,2025-02-21,South,Electronics,Chair,20676,6414,4,7,2025,2
1419,2025-02-22,West,Electronics,Laptop,3441,3676,1,2,2025,2
1420,2025-02-23,South,Furniture,Notebook,6195,4066,6,6,2025,2
1421,2025-02-24,South,Office Supplies,Table,39669,3925,3,8,2025,2
1422,2025-02-25,South,Furniture,Chair,48447,5547,6,8,2025,2
1423,2025-02-26,South,Furniture,Pen,47724,6288,6,4,2025,2
1424,2025-02-27,East,Electronics,Laptop,46365,311,4,6,2025,2
1425,2025-02-28,West,Furniture,Mobile,26053,5042,2,5,2025,2
1426,2025-03-01,North,Furniture,Mobile,39465,4075,9,9,2025,3
1427,2025-03-02,North,Electronics,Pen,38718,8333,2,8,2025,3
1428,2025-03-03,West,Furniture,Laptop,25859,4272,3,2,2025,3
1429,2025-03-04,North,Electronics,Table,25316,4225,1,7,2025,3
1430,2025-03-05,West,Electronics,Chair,8878,9224,7,7,2025,3
1431,2025-03-06,North,Electronics,Laptop,2381,3493,1,1,2025,3
1432,2025-03-07,South,Electronics,Mobile,40067,5061,9,1,2025,3
1433,2025-03-08,North,Furniture,Pen,47865,743,1,4,2025,3
1434,2025-03-09,West,Electronics,Pen,14175,8397,5,5,2025,3
1435,2025-03-10,West,Electronics,Chair,5086,1862,7,4,2025,3
1436,2025-03-11,West,Furniture,Pen,25506,5774,3,7,2025,3
1437,2025-03-12,West,Furniture,Pen,41698,1457,9,3,2025,3
1438,2025-03-13,West,Office Supplies,Laptop,23331,8082,8,7,2025,3
1439,2025-03-14,East,Furniture,Table,35613,9458,3,8,2025,3
1440,2025-03-15,East,Furniture,Chair,16959,1460,5,6,2025,3
1441,2025-03-16,North,Office Supplies,Laptop,32943,3547,7,6,2025,3
1442,2025-03-17,West,Furniture,Table,42816,4422,4,8,2025,3
1443,2025-03-18,North,Furniture,Laptop,31095,7444,5,8,2025,3
1444,2025-03-19,West,Furniture,Notebook,6377,601,3,7,2025,3
1445,2025-03-20,West,Furniture,Laptop,40053,9418,9,6,2025,3
1446,2025-03-21,East,Office Supplies,Pen,49101,4382,9,6,2025,3
1447,2025-03-22,East,Furniture,Table,5422,1047,7,6,2025,3
1448,2025-03-23,South,Furniture,Chair,5186,4126,2,8,2025,3
1449,2025-03-24,East,Office Supplies,Chair,33266,6149,7,1,2025,3
1450,2025-03-25,South,Electronics,Table,14907,5605,7,5,2025,3
1451,2025-03-26,South,Office Supplies,Pen,32506,4102,5,3,2025,3
1452,2025-03-27,South,Electronics,Mobile,31922,5353,9,8,2025,3
1453,2025-03-28,South,Office Supplies,Laptop,12705,8168,3,6,2025,3
1454,2025-03-29,South,Office Supplies,Pen,21554,6152,4,2,2025,3
1455,2025-03-30,North,Furniture,Notebook,24027,5540,1,7,2025,3
1456,2025-03-31,East,Electronics,Table,46447,8614,6,7,2025,3
1457,2025-04-01,South,Furniture,Laptop,18943,5666,4,5,2025,4
1458,2025-04-02,West,Electronics,Chair,17024,2298,1,8,2025,4
1459,2025-04-03,East,Office Supplies,Mobile,28702,898,2,5,2025,4
1460,2025-04-04,East,Office Supplies,Notebook,516,6404,3,1,2025,4
1461,2025-04-05,South,Electronics,Chair,46642,8745,9,9,2025,4
1462,2025-04-06,North,Furniture,Table,17348,8120,8,4,2025,4
1463,2025-04-07,South,Furniture,Laptop,21355,8944,7,2,2025,4
1464,2025-04-08,North,Furniture,Table,18711,3675,4,4,2025,4
1465,2025-04-09,West,Furniture,Laptop,25595,364,1,9,2025,4
1466,2025-04-10,East,Office Supplies,Pen,39224,2426,8,2,2025,4
1467,2025-04-11,West,Office Supplies,Mobile,49741,9282,4,4,2025,4
1468,2025-04-12,North,Office Supplies,Pen,38083,4428,3,2,2025,4
1469,2025-04-13,North,Office Supplies,Pen,3343,8499,9,5,2025,4
1470,2025-04-14,West,Office Supplies,Table,29801,624,4,3,2025,4
1471,2025-04-15,North,Furniture,Mobile,26960,9794,4,2,2025,4
1472,2025-04-16,West,Furniture,Laptop,32418,5635,9,9,2025,4
1473,2025-04-17,East,Furniture,Laptop,29247,5542,2,5,2025,4
1474,2025-04-18,West,Furniture,Notebook,16472,8999,5,5,2025,4
1475,2025-04-19,East,Office Supplies,Chair,28810,2860,4,1,2025,4
1476,2025-04-20,West,Office Supplies,Notebook,23427,8184,9,6,2025,4
1477,2025-04-21,North,Office Supplies,Notebook,1594,9346,5,7,2025,4
1478,2025-04-22,West,Electronics,Laptop,39392,5720,9,1,2025,4
1479,2025-04-23,North,Furniture,Table,34672,7765,9,9,2025,4
1480,2025-04-24,West,Furniture,Pen,23824,6617,2,8,2025,4
1481,2025-04-25,West,Office Supplies,Pen,21174,3509,9,8,2025,4
1482,2025-04-26,South,Furniture,Pen,4482,6167,3,7,2025,4
1483,2025-04-27,North,Furniture,Mobile,45783,4042,4,5,2025,4
1484,2025-04-28,South,Office Supplies,Laptop,16290,7887,1,3,2025,4
1485,2025-04-29,North,Electronics,Table,12705,253,1,9,2025,4
1486,2025-04-30,South,Electronics,Mobile,24838,2825,1,7,2025,4
1487,2025-05-01,East,Electronics,Chair,13248,2042,9,8,2025,5
1488,2025-05-02,West,Office Supplies,Table,21597,2293,8,6,2025,5
1489,2025-05-03,North,Furniture,Notebook,3592,8548,5,5,2025,5
1490,2025-05-04,North,Office Supplies,Table,23192,1737,5,8,2025,5
1491,2025-05-05,West,Office Supplies,Table,24362,4159,9,3,2025,5
1492,2025-05-06,North,Furniture,Pen,25360,1910,3,7,2025,5
1493,2025-05-07,North,Electronics,Table,14471,5226,3,2,2025,5
1494,2025-05-08,South,Electronics,Notebook,15116,772,7,3,2025,5
1495,2025-05-09,North,Office Supplies,Notebook,5433,9021,9,2,2025,5
1496,2025-05-10,East,Electronics,Laptop,5426,8770,6,5,2025,5
1497,2025-05-11,East,Office Supplies,Table,26263,4943,2,7,2025,5
1498,2025-05-12,West,Office Supplies,Pen,4469,393,1,1,2025,5
1499,2025-05-13,North,Furniture,Table,36233,5448,2,9,2025,5
1500,2025-05-14,West,Furniture,Chair,4819,8450,1,1,2025,5
1501,2025-05-15,East,Furniture,Chair,42243,4786,9,1,2025,5
1502,2025-05-16,North,Office Supplies,Pen,40376,3456,8,8,2025,5
1503,2025-05-17,North,Furniture,Laptop,42409,9553,7,6,2025,5
1504,2025-05-18,West,Electronics,Laptop,20823,969,3,6,2025,5
1505,2025-05-19,East,Electronics,Notebook,16928,5869,8,9,2025,5
1506,2025-05-20,North,Office Supplies,Notebook,35078,2094,2,4,2025,5
1507,2025-05-21,West,Office Supplies,Mobile,21450,468,2,8,2025,5
1508,2025-05-22,East,Furniture,Pen,43541,1799,3,4,2025,5
1509,2025-05-23,West,Office Supplies,Table,42289,7428,7,2,2025,5
1510,2025-05-24,South,Office Supplies,Pen,18793,1149,1,8,2025,5
1511,2025-05-25,North,Electronics,Mobile,6864,3442,8,7,2025,5
1512,2025-05-26,South,Electronics,Notebook,35849,2822,7,4,2025,5
1513,2025-05-27,East,Furniture,Pen,1191,6834,4,9,2025,5
1514,2025-05-28,South,Office Supplies,Pen,30562,1595,5,9,2025,5
1515,2025-05-29,South,Office Supplies,Notebook,1431,1120,1,8,2025,5
1516,2025-05-30,East,Electronics,Mobile,46396,6572,4,1,2025,5
1517,2025-05-31,West,Office Supplies,Notebook,32230,1900,1,7,2025,5
1518,2025-06-01,South,Electronics,Laptop,14726,5103,1,5,2025,6
1519,2025-06-02,West,Furniture,Table,14361,2989,1,7,2025,6
1520,2025-06-03,South,Electronics,Notebook,31801,7244,7,9,2025,6
1521,2025-06-04,West,Office Supplies,Mobile,48743,5901,7,2,2025,6
1522,2025-06-05,East,Furniture,Chair,23266,6723,4,4,2025,6
1523,2025-06-06,South,Electronics,Laptop,36674,728,2,4,2025,6
1524,2025-06-07,East,Electronics,Chair,41607,1038,3,2,2025,6
1525,2025-06-08,South,Furniture,Notebook,18195,9849,8,3,2025,6
1526,2025-06-09,East,Furniture,Laptop,41847,1552,8,8,2025,6
1527,2025-06-10,East,Electronics,Table,3621,1839,6,9,2025,6
1528,2025-06-11,South,Office Supplies,Notebook,18757,5331,9,6,2025,6
1529,2025-06-12,South,Electronics,Table,28664,5077,9,2,2025,6
1530,2025-06-13,South,Furniture,Pen,25991,1475,4,2,2025,6
1531,2025-06-14,North,Electronics,Chair,23665,6704,1,7,2025,6
1532,2025-06-15,West,Furniture,Laptop,49214,2490,1,8,2025,6
1533,2025-06-16,North,Furniture,Table,4248,6906,5,8,2025,6
1534,2025-06-17,North,Office Supplies,Mobile,33545,7417,2,6,2025,6
1535,2025-06-18,East,Furniture,Table,27053,9520,6,8,2025,6
1536,2025-06-19,South,Furniture,Mobile,44831,2644,7,1,2025,6
1537,2025-06-20,West,Office Supplies,Notebook,30997,4739,1,9,2025,6
1538,2025-06-21,East,Furniture,Laptop,31808,2486,6,1,2025,6
1539,2025-06-22,North,Office Supplies,Table,40060,5567,8,3,2025,6
1540,2025-06-23,South,Office Supplies,Table,47186,9269,5,9,2025,6
1541,2025-06-24,East,Furniture,Laptop,10874,6360,7,5,2025,6
1542,2025-06-25,South,Furniture,Table,5175,3589,6,9,2025,6
1543,2025-06-26,East,Electronics,Mobile,1670,3533,4,9,2025,6
1544,2025-06-27,South,Office Supplies,Table,41949,7421,7,6,2025,6
1545,2025-06-28,North,Electronics,Chair,43985,2291,9,1,2025,6
1546,2025-06-29,West,Furniture,Notebook,12950,6428,7,7,2025,6
1547,2025-06-30,North,Electronics,Pen,11180,2815,5,6,2025,6
1548,2025-07-01,West,Office Supplies,Mobile,10568,9415,7,9,2025,7
1549,2025-07-02,South,Electronics,Chair,35730,4961,3,7,2025,7
1550,2025-07-03,East,Office Supplies,Notebook,46918,453,2,4,2025,7
1551,2025-07-04,North,Furniture,Laptop,26706,3432,5,7,2025,7
1552,2025-07-05,West,Furniture,Mobile,787,4213,4,2,2025,7
1553,2025-07-06,North,Office Supplies,Pen,22837,7680,5,6,2025,7
1554,2025-07-07,West,Furniture,Notebook,21166,137,8,6,2025,7
1555,2025-07-08,North,Furniture,Pen,1661,9400,4,2,2025,7
1556,2025-07-09,West,Furniture,Laptop,49781,5866,9,4,2025,7
1557,2025-07-10,West,Furniture,Laptop,35631,5520,7,8,2025,7
1558,2025-07-11,South,Office Supplies,Mobile,25035,6326,7,8,2025,7
1559,2025-07-12,West,Electronics,Table,33028,5789,8,8,2025,7
1560,2025-07-13,South,Electronics,Laptop,39251,4323,6,8,2025,7
1561,2025-07-14,West,Furniture,Notebook,17027,9623,8,1,2025,7
1562,2025-07-15,East,Electronics,Table,41475,6573,3,2,2025,7
1563,2025-07-16,East,Electronics,Chair,24353,5053,1,4,2025,7
1564,2025-07-17,East,Furniture,Pen,15258,8088,6,9,2025,7
1565,2025-07-18,West,Furniture,Table,744,6656,1,3,2025,7
1566,2025-07-19,South,Electronics,Pen,3678,2114,9,6,2025,7
1567,2025-07-20,South,Office Supplies,Table,32331,5365,2,7,2025,7
1568,2025-07-21,West,Furniture,Chair,2676,367,2,8,2025,7
1569,2025-07-22,East,Office Supplies,Laptop,38270,1552,7,7,2025,7
1570,2025-07-23,East,Electronics,Chair,34154,6180,2,3,2025,7
1571,2025-07-24,South,Furniture,Laptop,27127,7469,8,6,2025,7
1572,2025-07-25,East,Office Supplies,Laptop,46989,2092,6,5,2025,7
1573,2025-07-26,North,Furniture,Pen,45410,4648,7,4,2025,7
1574,2025-07-27,South,Electronics,Notebook,25381,168,7,1,2025,7
1575,2025-07-28,East,Office Supplies,Chair,35922,759,6,7,2025,7
1576,2025-07-29,South,Electronics,Table,12484,3607,9,8,2025,7
1577,2025-07-30,North,Electronics,Chair,24276,3300,9,2,2025,7
1578,2025-07-31,South,Furniture,Pen,18255,8111,7,7,2025,7
1579,2025-08-01,South,Office Supplies,Laptop,7635,8659,9,6,2025,8
1580,2025-08-02,South,Electronics,Pen,820,2653,3,5,2025,8
1581,2025-08-03,South,Electronics,Mobile,37922,1151,3,4,2025,8
1582,2025-08-04,North,Office Supplies,Mobile,29135,4471,1,2,2025,8
1583,2025-08-05,West,Electronics,Table,22184,7907,5,6,2025,8
1584,2025-08-06,South,Electronics,Pen,23738,8227,4,5,2025,8
1585,2025-08-07,South,Office Supplies,Table,22389,6132,2,2,2025,8
1586,2025-08-08,East,Office Supplies,Table,30813,6708,9,7,2025,8
1587,2025-08-09,South,Office Supplies,Mobile,33035,2311,3,6,2025,8
1588,2025-08-10,East,Office Supplies,Table,49399,8071,8,9,2025,8
1589,2025-08-11,West,Furniture,Mobile,11270,558,6,5,2025,8
1590,2025-08-12,North,Office Supplies,Laptop,39821,2429,5,9,2025,8
1591,2025-08-13,North,Furniture,Pen,20926,8929,1,9,2025,8
1592,2025-08-14,West,Furniture,Table,44827,4802,4,1,2025,8
1593,2025-08-15,North,Furniture,Mobile,42277,9534,3,5,2025,8
1594,2025-08-16,West,Electronics,Chair,46750,5545,1,9,2025,8
1595,2025-08-17,West,Furniture,Table,7998,3259,5,7,2025,8
1596,2025-08-18,West,Furniture,Notebook,39904,7448,6,6,2025,8
1597,2025-08-19,North,Electronics,Laptop,40630,6793,2,6,2025,8
1598,2025-08-20,East,Electronics,Laptop,16895,5698,3,7,2025,8
1599,2025-08-21,West,Electronics,Chair,49846,5221,6,1,2025,8
1600,2025-08-22,South,Office Supplies,Mobile,3037,7940,4,4,2025,8
1601,2025-08-23,North,Electronics,Table,19726,374,9,1,2025,8
1602,2025-08-24,West,Electronics,Mobile,15716,3607,5,6,2025,8
1603,2025-08-25,West,Furniture,Laptop,19113,3637,4,4,2025,8
1604,2025-08-26,South,Electronics,Mobile,3509,201,2,1,2025,8
1605,2025-08-27,East,Office Supplies,Laptop,24868,1004,6,9,2025,8
1606,2025-08-28,East,Electronics,Mobile,29827,4404,2,4,2025,8
1607,2025-08-29,East,Office Supplies,Chair,14709,7210,7,6,2025,8
1608,2025-08-30,West,Electronics,Pen,48943,9433,3,7,2025,8
1609,2025-08-31,West,Electronics,Chair,15529,737,9,8,2025,8
1610,2025-09-01,West,Electronics,Chair,2577,8551,5,9,2025,9
1611,2025-09-02,North,Electronics,Pen,14407,9744,8,9,2025,9
1612,2025-09-03,South,Office Supplies,Pen,37135,3177,6,8,2025,9
1613,2025-09-04,West,Office Supplies,Table,49420,6813,8,3,2025,9
1614,2025-09-05,South,Furniture,Table,5373,3445,3,2,2025,9
1615,2025-09-06,South,Office Supplies,Chair,9135,9055,3,5,2025,9
1616,2025-09-07,East,Electronics,Chair,33565,895,5,1,2025,9
1617,2025-09-08,North,Furniture,Laptop,46363,1214,3,3,2025,9
1618,2025-09-09,West,Furniture,Laptop,42304,5954,8,1,2025,9
1619,2025-09-10,East,Furniture,Table,34283,5410,8,3,2025,9
1620,2025-09-11,East,Electronics,Notebook,34652,404,2,4,2025,9
1621,2025-09-12,West,Office Supplies,Notebook,42013,1922,4,7,2025,9
1622,2025-09-13,South,Electronics,Table,29592,2074,1,5,2025,9
1623,2025-09-14,East,Furniture,Laptop,18153,2867,4,5,2025,9
1624,2025-09-15,South,Electronics,Laptop,32963,3882,4,1,2025,9
1625,2025-09-16,North,Electronics,Notebook,34528,8307,9,8,2025,9
1626,2025-09-17,South,Office Supplies,Mobile,40969,2631,3,4,2025,9
1627,2025-09-18,North,Office Supplies,Mobile,21447,9632,2,5,2025,9
1628,2025-09-19,South,Furniture,Laptop,30478,9372,9,2,2025,9
1629,2025-09-20,East,Electronics,Mobile,22556,2536,9,1,2025,9
1630,2025-09-21,East,Electronics,Pen,29507,9076,1,9,2025,9
1631,2025-09-22,North,Office Supplies,Table,43669,8468,6,2,2025,9
1632,2025-09-23,West,Electronics,Table,48787,2493,8,6,2025,9
1633,2025-09-24,North,Electronics,Laptop,45132,8969,3,1,2025,9
1634,2025-09-25,North,Electronics,Chair,48949,1086,9,1,2025,9
1635,2025-09-26,South,Office Supplies,Notebook,6043,8734,2,9,2025,9
1636,2025-09-27,South,Furniture,Laptop,21567,7485,6,4,2025,9
1637,2025-09-28,North,Furniture,Mobile,45756,1598,1,9,2025,9
1638,2025-09-29,East,Electronics,Notebook,25597,9385,7,5,2025,9
1639,2025-09-30,South,Furniture,Chair,43347,5115,3,7,2025,9
1640,2025-10-01,West,Office Supplies,Mobile,44012,6546,7,1,2025,10
1641,2025-10-02,South,Office Supplies,Pen,4309,6233,4,6,2025,10
1642,2025-10-03,South,Furniture,Mobile,22691,4007,9,8,2025,10
1643,2025-10-04,West,Furniture,Pen,21767,3457,5,1,2025,10
1644,2025-10-05,North,Electronics,Notebook,7706,689,3,9,2025,10
1645,2025-10-06,West,Furniture,Pen,21557,222,8,3,2025,10
1646,2025-10-07,North,Electronics,Notebook,29492,5716,6,1,2025,10
1647,2025-10-08,North,Electronics,Notebook,47014,4404,2,1,2025,10
1648,2025-10-09,North,Office Supplies,Notebook,16495,4009,3,6,2025,10
1649,2025-10-10,West,Office Supplies,Notebook,49303,8758,8,6,2025,10
1650,2025-10-11,North,Office Supplies,Notebook,44939,8764,7,1,2025,10
1651,2025-10-12,East,Office Supplies,Mobile,13710,2936,6,3,2025,10
1652,2025-10-13,West,Furniture,Notebook,18293,2214,1,7,2025,10
1653,2025-10-14,East,Office Supplies,Mobile,26770,3995,9,3,2025,10
1654,2025-10-15,North,Furniture,Notebook,5697,5285,3,3,2025,10
1655,2025-10-16,South,Office Supplies,Pen,48821,7796,5,3,2025,10
1656,2025-10-17,North,Furniture,Notebook,7952,2640,7,7,2025,10
1657,2025-10-18,East,Electronics,Chair,41986,7804,7,4,2025,10
1658,2025-10-19,East,Furniture,Notebook,15359,4984,3,4,2025,10
1659,2025-10-20,West,Furniture,Notebook,27736,4126,4,3,2025,10
1660,2025-10-21,South,Office Supplies,Pen,32399,5235,7,9,2025,10
1661,2025-10-22,West,Furniture,Table,32583,1143,8,2,2025,10
1662,2025-10-23,East,Electronics,Pen,2672,3930,2,4,2025,10
1663,2025-10-24,North,Electronics,Chair,46426,6609,9,8,2025,10
1664,2025-10-25,South,Office Supplies,Table,17163,2835,7,6,2025,10
1665,2025-10-26,North,Electronics,Laptop,28040,6115,8,7,2025,10
1666,2025-10-27,North,Furniture,Laptop,19553,6589,6,7,2025,10
1667,2025-10-28,South,Electronics,Chair,11585,1624,6,2,2025,10
1668,2025-10-29,West,Office Supplies,Pen,31064,5726,9,4,2025,10
1669,2025-10-30,North,Furniture,Mobile,24709,8110,4,6,2025,10
1670,2025-10-31,East,Office Supplies,Chair,4481,4040,5,3,2025,10
1671,2025-11-01,North,Furniture,Table,21653,5260,9,9,2025,11
1672,2025-11-02,South,Electronics,Table,5747,4895,1,4,2025,11
1673,2025-11-03,South,Office Supplies,Notebook,11053,9335,4,2,2025,11
1674,2025-11-04,South,Office Supplies,Laptop,21311,1239,7,6,2025,11
1675,2025-11-05,West,Furniture,Table,30345,2739,9,1,2025,11
1676,2025-11-06,North,Office Supplies,Chair,6635,4145,6,6,2025,11
1677,2025-11-07,West,Furniture,Table,6073,1925,8,1,2025,11
1678,2025-11-08,West,Furniture,Chair,14231,7818,9,8,2025,11
1679,2025-11-09,South,Furniture,Mobile,7689,3456,4,5,2025,11
1680,2025-11-10,South,Furniture,Notebook,15041,3982,1,6,2025,11
1681,2025-11-11,West,Electronics,Laptop,44146,9849,8,2,2025,11
1682,2025-11-12,North,Furniture,Table,11587,8290,2,2,2025,11
1683,2025-11-13,East,Office Supplies,Chair,46935,5458,1,9,2025,11
1684,2025-11-14,West,Electronics,Pen,3276,3911,7,3,2025,11
1685,2025-11-15,North,Office Supplies,Laptop,42579,7456,9,6,2025,11
1686,2025-11-16,South,Electronics,Mobile,28064,2883,9,5,2025,11
1687,2025-11-17,South,Furniture,Chair,29335,5335,3,4,2025,11
1688,2025-11-18,North,Electronics,Notebook,8197,9639,6,2,2025,11
1689,2025-11-19,East,Electronics,Notebook,15129,7695,7,8,2025,11
1690,2025-11-20,South,Office Supplies,Mobile,8886,9073,9,7,2025,11
1691,2025-11-21,South,Office Supplies,Mobile,17546,4827,2,2,2025,11
1692,2025-11-22,South,Furniture,Notebook,8544,2785,8,6,2025,11
1693,2025-11-23,North,Electronics,Table,10115,8323,7,8,2025,11
1694,2025-11-24,West,Electronics,Table,48302,8328,4,7,2025,11
1695,2025-11-25,South,Electronics,Chair,5560,6418,2,1,2025,11
1696,2025-11-26,West,Furniture,Pen,11400,871,8,5,2025,11
1697,2025-11-27,East,Furniture,Chair,6081,7575,5,2,2025,11
1698,2025-11-28,South,Furniture,Pen,35282,212,6,6,2025,11
1699,2025-11-29,South,Furniture,Mobile,20673,7827,7,7,2025,11
1700,2025-11-30,East,Furniture,Laptop,13497,1982,1,7,2025,11
1701,2025-12-01,South,Office Supplies,Chair,43903,3585,8,3,2025,12
1702,2025-12-02,West,Electronics,Chair,46916,6006,4,7,2025,12
1703,2025-12-03,North,Electronics,Pen,7648,3496,9,5,2025,12
1704,2025-12-04,West,Electronics,Mobile,19248,2840,1,8,2025,12
1705,2025-12-05,North,Electronics,Mobile,14522,2757,2,8,2025,12
1706,2025-12-06,North,Electronics,Pen,20513,8009,6,7,2025,12
1707,2025-12-07,West,Electronics,Mobile,39187,3983,1,6,2025,12
1708,2025-12-08,West,Electronics,Notebook,16386,3435,4,2,2025,12
1709,2025-12-09,West,Electronics,Table,25756,6686,8,6,2025,12
1710,2025-12-10,West,Office Supplies,Notebook,30505,972,5,9,2025,12
1711,2025-12-11,East,Electronics,Laptop,7138,8139,9,2,2025,12
1712,2025-12-12,South,Office Supplies,Chair,37919,9824,6,1,2025,12
1713,2025-12-13,North,Furniture,Laptop,33877,614,1,5,2025,12
1714,2025-12-14,West,Electronics,Chair,41208,3308,6,6,2025,12
1715,2025-12-15,West,Furniture,Table,43616,2550,6,3,2025,12
1716,2025-12-16,West,Furniture,Mobile,37134,4616,6,8,2025,12
1717,2025-12-17,East,Furniture,Notebook,17255,9229,8,7,2025,12
1718,2025-12-18,West,Office Supplies,Pen,23882,6931,6,2,2025,12
1719,2025-12-19,West,Furniture,Notebook,22894,3686,5,7,2025,12
1720,2025-12-20,West,Furniture,Table,2753,6080,2,1,2025,12
1721,2025-12-21,South,Furniture,Laptop,38210,273,4,9,2025,12
1722,2025-12-22,East,Electronics,Pen,45598,6347,5,7,2025,12
1723,2025-12-23,West,Electronics,Mobile,1364,400,4,6,2025,12
1724,2025-12-24,North,Office Supplies,Table,34536,7364,2,2,2025,12
1725,2025-12-25,North,Office Supplies,Pen,40722,1978,7,3,2025,12
1726,2025-12-26,North,Electronics,Table,14166,7793,2,1,2025,12
1727,2025-12-27,East,Office Supplies,Table,21455,8590,1,5,2025,12
1728,2025-12-28,East,Electronics,Mobile,45638,4782,5,9,2025,12
1729,2025-12-29,North,Furniture,Chair,38497,1067,1,6,2025,12
1730,2025-12-30,West,Furniture,Pen,16809,2276,1,5,2025,12
1731,2025-12-31,East,Office Supplies,Mobile,4554,7256,1,3,2025,12
1732,2026-01-01,North,Electronics,Table,1435,7220,6,5,2026,1
1733,2026-01-02,North,Electronics,Mobile,45440,6257,9,8,2026,1
1734,2026-01-03,West,Office Supplies,Chair,23278,2469,1,2,2026,1
1735,2026-01-04,South,Electronics,Notebook,43798,6290,5,5,2026,1
1736,2026-01-05,East,Furniture,Pen,48828,1943,9,6,2026,1
1737,2026-01-06,West,Office Supplies,Chair,49424,5372,9,8,2026,1
1738,2026-01-07,North,Office Supplies,Laptop,17209,7768,1,8,2026,1
1739,2026-01-08,North,Electronics,Pen,10226,6928,8,5,2026,1
1740,2026-01-09,West,Office Supplies,Chair,41042,1175,1,9,2026,1
1741,2026-01-10,East,Electronics,Table,20745,3167,8,4,2026,1
1742,2026-01-11,South,Electronics,Pen,35253,4211,1,9,2026,1
1743,2026-01-12,South,Electronics,Pen,14752,4092,5,7,2026,1
1744,2026-01-13,North,Electronics,Mobile,21816,4483,8,6,2026,1
1745,2026-01-14,East,Electronics,Table,37871,8688,6,4,2026,1
1746,2026-01-15,South,Office Supplies,Laptop,19662,2708,9,2,2026,1
1747,2026-01-16,East,Furniture,Notebook,16460,3533,1,8,2026,1
1748,2026-01-17,East,Furniture,Chair,31291,2994,9,6,2026,1
1749,2026-01-18,North,Office Supplies,Mobile,42730,7260,1,3,2026,1
1750,2026-01-19,South,Office Supplies,Chair,25716,7703,3,7,2026,1
1751,2026-01-20,West,Furniture,Laptop,32967,8837,1,7,2026,1
1752,2026-01-21,North,Furniture,Laptop,47434,2036,3,6,2026,1
1753,2026-01-22,South,Furniture,Pen,8254,1124,2,2,2026,1
1754,2026-01-23,South,Furniture,Laptop,47514,4355,2,8,2026,1
1755,2026-01-24,South,Furniture,Chair,4578,3057,9,1,2026,1
1756,2026-01-25,South,Electronics,Table,13353,1019,8,1,2026,1
